,Unnamed: 0,index,Link,Posting Date,Location,City,Neighbourhood (Dirty),Address,Pure Rent,Size,Date From,Date To,DataFrame Date,Deposit,Lease term,EUR / SQM,Name,Neighbourhood,Date To (Year - Month),Latitude,Longitude
77,77,10353006,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.10353006.html,13.08.2023,"Berlin
                                                                    Charlottenburg",Berlin,                                                                   Charlottenburg,Muster Str. 1,310.0,17,2023-09-01,,20230813,5000,,18.235294117647058,13.08.2023-310.0-18.235294117647058 Berlin,Charlottenburg,,52.515747,13.3096834
78,78,10319656,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg.10319656.html,13.08.2023,Berlin,Berlin,Berlin,Muster Str. 1,700.0,20,2023-10-01,,20230813,5000,,35.0,13.08.2023-700.0-35.0 Berlin,Berlin,,52.5170365,13.3888599
79,79,10309401,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.10309401.html,13.08.2023,"Berlin
                                                                    Friedrichshain",Berlin,                                                                   Friedrichshain,Muster Str. 1,800.0,24,2023-09-01,,20230813,5000,,33.333333333333336,13.08.2023-800.0-33.333333333333336 Berlin,Friedrichshain,,52.5122154,13.4502904
80,80,10391492,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichsfelde.10391492.html,13.08.2023,Zimmer von HousingAnywhere*,Zimmervon HousingAnywhere*,Zimmervon HousingAnywhere*,Muster Str. 1,490.0,20,2023-08-14,,20230813,5000,,24.5,13.08.2023-490.0-24.5 Zimmervon HousingAnywhere*,Berlin,,52.5170365,13.3888599
81,81,9226862,www.wg-gesucht.de/wg-zimmer-in-Berlin-Kreuzberg.9226862.html,13.08.2023,Zimmer von Spotahome*,Zimmervon Spotahome*,Zimmervon Spotahome*,Muster Str. 1,480.0,17,2023-08-14,,20230813,5000,,28.235294117647058,13.08.2023-480.0-28.235294117647058 Zimmervon Spotahome*,Berlin,,52.5170365,13.3888599
82,82,10332150,www.wg-gesucht.de/wg-zimmer-in-Berlin-Schoeneberg.10332150.html,13.08.2023,"Berlin
                                                                    Friedrichsfelde",Berlin,                                                                   Friedrichsfelde,Muster Str. 1,700.0,86,2023-08-21,2030-08-13,20230813,5000,84.0,8.13953488372093,13.08.2023-700.0-8.13953488372093 Berlin,Friedrichsfelde,2030-08,52.5029358,13.5205456
83,83,9192889,www.wg-gesucht.de/wg-zimmer-in-Berlin-Steglitz.9192889.html,13.08.2023,"Berlin
                                                                    Kreuzberg",Berlin,                                                                   Kreuzberg,Muster Str. 1,650.0,25,2023-08-22,2023-09-21,20230813,5000,1.0,26.0,13.08.2023-650.0-26.0 Berlin,Kreuzberg,2023-09,52.4976443,13.411914
84,84,10391643,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.10391643.html,13.08.2023,"Berlin
                                                                    Schöneberg",Berlin,                                                                   Schöneberg,Muster Str. 1,680.0,21,2023-09-15,,20230813,5000,,32.38095238095238,13.08.2023-680.0-32.38095238095238 Berlin,Schöneberg,,52.482157,13.3551901
85,85,10391680,www.wg-gesucht.de/wg-zimmer-in-Berlin-Karlshorst.10391680.html,13.08.2023,"Berlin
                                                                    Steglitz",Berlin,                                                                   Steglitz,Muster Str. 1,600.0,25,2023-09-01,2023-09-30,20230813,5000,0.0,24.0,13.08.2023-600.0-24.0 Berlin,Steglitz,2023-09,52.4572569,13.3222865
86,86,10031141,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg.10031141.html,13.08.2023,"Berlin
                                                                    Friedrichshain",Berlin,                                                                   Friedrichshain,Muster Str. 1,450.0,9,2023-08-15,,20230813,5000,,50.0,13.08.2023-450.0-50.0 Berlin,Friedrichshain,,52.5122154,13.4502904
87,87,10165742,www.wg-gesucht.de/wg-zimmer-in-Berlin-Neukoelln.10165742.html,13.08.2023,"Berlin
                                                                    Karlshorst",Berlin,                                                                   Karlshorst,Muster Str. 1,420.0,13,2023-08-13,2023-10-30,20230813,5000,2.0,32.30769230769231,13.08.2023-420.0-32.30769230769231 Berlin,Karlshorst,2023-10,52.4843399,13.5235848
88,88,10300619,www.wg-gesucht.de/wg-zimmer-in-Berlin-Mitte.10300619.html,13.08.2023,"Berlin
                                                                    Prenzlauer Berg",Berlin,                                                                   Prenzlauer Berg,Muster Str. 1,600.0,15,2023-08-13,2023-10-01,20230813,5000,2.0,40.0,13.08.2023-600.0-40.0 Berlin,Prenzlauer Berg,2023-10,52.5398466,13.4285652
89,89,2401504,www.wg-gesucht.de/wg-zimmer-in-Berlin-Charlottenburg.2401504.html,13.08.2023,"Berlin
                                                                    Neukölln",Berlin,                                                                   Neukölln,Muster Str. 1,200.0,22,2023-08-28,2023-09-03,20230813,5000,1.0,9.090909090909092,13.08.2023-200.0-9.090909090909092 Berlin,Neukölln,2023-09,52.4811497,13.4353501
90,90,8594538,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.8594538.html,13.08.2023,"Berlin
                                                                    Mitte",Berlin,                                                                   Mitte,Muster Str. 1,765.0,17,2023-09-01,,20230813,5000,,45.0,13.08.2023-765.0-45.0 Berlin,Mitte,,12.36732,-1.5430869129979032
91,91,10369473,www.wg-gesucht.de/wg-zimmer-in-Berlin.10369473.html,13.08.2023,"Berlin
                                                                    Charlottenburg",Berlin,                                                                   Charlottenburg,Muster Str. 1,570.0,10,2023-09-01,,20230813,5000,,57.0,13.08.2023-570.0-57.0 Berlin,Charlottenburg,,52.515747,13.3096834
92,92,10318088,www.wg-gesucht.de/wg-zimmer-in-Berlin.10318088.html,13.08.2023,"Berlin
                                                                    Friedrichshain",Berlin,                                                                   Friedrichshain,Muster Str. 1,890.0,30,2023-09-01,2024-04-15,20230813,5000,7.0,29.666666666666668,13.08.2023-890.0-29.666666666666668 Berlin,Friedrichshain,2024-04,52.5122154,13.4502904
93,93,10391594,www.wg-gesucht.de/wg-zimmer-in-Berlin-Moabit.10391594.html,13.08.2023,Berlin,Berlin,Berlin,Muster Str. 1,500.0,27,2023-08-15,2023-10-01,20230813,5000,2.0,18.51851851851852,13.08.2023-500.0-18.51851851851852 Berlin,Berlin,2023-10,52.5170365,13.3888599
94,94,9867974,www.wg-gesucht.de/wg-zimmer-in-Berlin-Berlin.9867974.html,13.08.2023,Berlin,Berlin,Berlin,Muster Str. 1,500.0,25,2023-08-15,2023-10-01,20230813,5000,2.0,20.0,13.08.2023-500.0-20.0 Berlin,Berlin,2023-10,52.5170365,13.3888599
95,95,3966782,www.wg-gesucht.de/wg-zimmer-in-Berlin-Wilmersdorf.3966782.html,13.08.2023,"Berlin
                                                                    Moabit",Berlin,                                                                   Moabit,Muster Str. 1,540.0,14,2023-09-01,2023-10-01,20230813,5000,1.0,38.57142857142857,13.08.2023-540.0-38.57142857142857 Berlin,Moabit,2023-10,52.5301017,13.3425422
96,96,10380010,www.wg-gesucht.de/wg-zimmer-in-Berlin-Berlin.10380010.html,13.08.2023,"Berlin
                                                                    Berlin",Berlin,                                                                   Berlin,Muster Str. 1,850.0,20,2023-11-01,2024-04-30,20230813,5000,5.0,42.5,13.08.2023-850.0-42.5 Berlin,Berlin,2024-04,52.5170365,13.3888599
97,97,10391582,www.wg-gesucht.de/wg-zimmer-in-Berlin-Pankow.10391582.html,13.08.2023,"Berlin
                                                                    Wilmersdorf",Berlin,                                                                   Wilmersdorf,Muster Str. 1,620.0,26,2023-09-17,2024-03-31,20230813,5000,6.0,23.846153846153847,13.08.2023-620.0-23.846153846153847 Berlin,Wilmersdorf,2024-03,52.4871152,13.3203298
98,98,10391621,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg.10391621.html,13.08.2023,"Berlin
                                                                    Berlin",Berlin,                                                                   Berlin,Muster Str. 1,750.0,32,2023-09-24,2024-01-31,20230813,5000,4.0,23.4375,13.08.2023-750.0-23.4375 Berlin,Berlin,2024-01,52.5170365,13.3888599
99,99,10336517,www.wg-gesucht.de/wg-zimmer-in-Berlin-Neukoelln.10336517.html,13.08.2023,"Berlin
                                                                    Pankow",Berlin,                                                                   Pankow,Muster Str. 1,700.0,28,2023-08-25,2023-10-31,20230813,5000,2.0,25.0,13.08.2023-700.0-25.0 Berlin,Pankow,2023-10,52.5979174,13.435316
100,100,10336517,www.wg-gesucht.de/wg-zimmer-in-Berlin-Neukoelln.10336517.html,13.08.2023,Zimmer von HousingAnywhere*,Zimmervon HousingAnywhere*,Zimmervon HousingAnywhere*,Muster Str. 1,540.0,20,2023-08-14,,20230813,5000,,27.0,13.08.2023-540.0-27.0 Zimmervon HousingAnywhere*,Berlin,,52.5170365,13.3888599
101,101,10298336,www.wg-gesucht.de/wg-zimmer-in-Berlin.10298336.html,13.08.2023,Zimmer von Spotahome*,Zimmervon Spotahome*,Zimmervon Spotahome*,Muster Str. 1,510.0,20,2023-08-14,,20230813,5000,,25.5,13.08.2023-510.0-25.5 Zimmervon Spotahome*,Berlin,,52.5170365,13.3888599
102,102,9733780,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.9733780.html,13.08.2023,"Berlin
                                                                    Neukölln",Berlin,                                                                   Neukölln,Muster Str. 1,865.0,87,2023-08-13,,20230813,5000,,9.942528735632184,13.08.2023-865.0-9.942528735632184 Berlin,Neukölln,,52.4811497,13.4353501
103,103,9680278,www.wg-gesucht.de/wg-zimmer-in-Berlin-Prenzlauer-Berg.9680278.html,13.08.2023,Berlin,Berlin,Berlin,Muster Str. 1,450.0,9,2023-08-14,2023-10-01,20230813,5000,2.0,50.0,13.08.2023-450.0-50.0 Berlin,Berlin,2023-10,52.5170365,13.3888599
104,104,10391595,www.wg-gesucht.de/wg-zimmer-in-Berlin-Berlin.10391595.html,13.08.2023,"Berlin
                                                                    Friedrichshain",Berlin,                                                                   Friedrichshain,Muster Str. 1,400.0,35,2023-08-25,2023-09-08,20230813,5000,1.0,11.428571428571429,13.08.2023-400.0-11.428571428571429 Berlin,Friedrichshain,2023-09,52.5122154,13.4502904
105,105,9095712,www.wg-gesucht.de/wg-zimmer-in-Berlin-Charlottenburg-Wilmersdorf.9095712.html,13.08.2023,"Berlin
                                                                    Prenzlauer Berg",Berlin,                                                                   Prenzlauer Berg,Muster Str. 1,1190.0,20,2023-08-13,2024-02-13,20230813,5000,6.0,59.5,13.08.2023-1190.0-59.5 Berlin,Prenzlauer Berg,2024-02,52.5398466,13.4285652
106,106,9724081,www.wg-gesucht.de/wg-zimmer-in-Berlin-Steglitz.9724081.html,13.08.2023,"Berlin
                                                                    Berlin",Berlin,                                                                   Berlin,Muster Str. 1,1200.0,30,2023-08-13,,20230813,5000,,40.0,13.08.2023-1200.0-40.0 Berlin,Berlin,,52.5170365,13.3888599
107,107,10382801,www.wg-gesucht.de/wg-zimmer-in-Berlin-Wedding.10382801.html,13.08.2023,"Berlin
                                                                    Charlottenburg-Wilmersdorf",Berlin,                                                                   Charlottenburg-Wilmersdorf,Muster Str. 1,750.0,13,2024-02-01,2024-07-31,20230813,5000,5.0,57.69230769230769,13.08.2023-750.0-57.69230769230769 Berlin,Charlottenburg,2024-07,52.515747,13.3096834
108,108,10339881,www.wg-gesucht.de/wg-zimmer-in-Berlin-Spandau.10339881.html,13.08.2023,"Berlin
                                                                    Steglitz",Berlin,                                                                   Steglitz,Muster Str. 1,790.0,23,2023-09-01,,20230813,5000,,34.34782608695652,13.08.2023-790.0-34.34782608695652 Berlin,Steglitz,,52.4572569,13.3222865
109,109,5873924,www.wg-gesucht.de/wg-zimmer-in-Berlin-Koepenick.5873924.html,13.08.2023,"Berlin
                                                                    Wedding",Berlin,                                                                   Wedding,Muster Str. 1,330.0,20,2023-09-01,2023-12-01,20230813,5000,3.0,16.5,13.08.2023-330.0-16.5 Berlin,Wedding,2023-12,52.550123,13.34197
110,110,9905491,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.9905491.html,13.08.2023,"Berlin
                                                                    Spandau",Berlin,                                                                   Spandau,Muster Str. 1,650.0,96,2023-08-13,,20230813,5000,,6.770833333333333,13.08.2023-650.0-6.770833333333333 Berlin,Spandau,,52.535788,13.1977924
111,111,10383378,www.wg-gesucht.de/wg-zimmer-in-Berlin-Wilmersdorf.10383378.html,13.08.2023,"Berlin
                                                                    Köpenick",Berlin,                                                                   Köpenick,Muster Str. 1,450.0,11,2023-10-01,,20230813,5000,,40.90909090909091,13.08.2023-450.0-40.90909090909091 Berlin,Köpenick,,52.4539099,13.5764126
112,112,6192261,www.wg-gesucht.de/wg-zimmer-in-Berlin-Wedding.6192261.html,13.08.2023,"Berlin
                                                                    Friedrichshain",Berlin,                                                                   Friedrichshain,Muster Str. 1,1100.0,9,2023-08-13,,20230813,5000,,122.22222222222223,13.08.2023-1100.0-122.22222222222223 Berlin,Friedrichshain,,52.5122154,13.4502904
113,113,10388181,www.wg-gesucht.de/wg-zimmer-in-Berlin-Neukoelln.10388181.html,13.08.2023,"Berlin
                                                                    Wilmersdorf",Berlin,                                                                   Wilmersdorf,Muster Str. 1,688.0,25,2023-08-14,2023-10-31,20230813,5000,2.0,27.52,13.08.2023-688.0-27.52 Berlin,Wilmersdorf,2023-10,52.4871152,13.3203298
114,114,9998806,www.wg-gesucht.de/wg-zimmer-in-Berlin-Friedrichshain.9998806.html,13.08.2023,"Berlin
                                                                    Wedding",Berlin,                                                                   Wedding,Muster Str. 1,800.0,40,2023-09-04,2024-11-13,20230813,5000,14.0,20.0,13.08.2023-800.0-20.0 Berlin,Wedding,2024-11,52.550123,13.34197
