,Unnamed: 0,Rubrik,Eintrag,Miete,Größe,Stadtteil,frei ab,frei bis,Unnamed: 8,Lease term,EUR / SQM
1,,,22.04.2023,760.0,45.0,Wohnungen von Spotahome*,2023-04-23,,,,16.88888888888889
2,,2.0,20.04.2023,730.0,55.0,Berlin  Kreuzberg,2023-05-01,2023-10-30,,5.0,13.272727272727273
3,,15.0,20.04.2023,1100.0,47.0,Berlin  Charlottenburg,2023-05-18,2023-10-01,,5.0,23.404255319148938
4,,,20.04.2023,770.0,32.0,Berlin  Mitte,2023-05-06,2023-05-27,,0.0,24.0625
5,,15.0,20.04.2023,75.0,50.0,Berlin  Charlottenburg,2023-05-12,2023-05-16,,0.0,1.5
6,,1.0,20.04.2023,75.0,50.0,Berlin  Charlottenburg,2023-05-17,2023-05-23,,0.0,1.5
7,,2.0,20.04.2023,1400.0,70.0,Berlin  Berlin,2023-05-01,2023-06-01,,1.0,20.0
8,,2.0,20.04.2023,580.0,60.0,Berlin  Charlottenburg,2023-05-18,2023-06-03,,1.0,9.666666666666666
9,,2.0,20.04.2023,1150.0,53.0,Berlin  Berlin,2023-05-01,2023-06-15,,1.0,21.69811320754717
10,,2.0,20.04.2023,1597.0,50.0,Berlin  Prenzlauer Berg,2023-10-15,2025-09-30,,23.0,31.94
11,,,20.04.2023,750.0,38.0,Berlin  Reinickendorf,2023-07-14,2023-09-15,,2.0,19.736842105263158
12,,2.0,20.04.2023,1980.0,65.0,Berlin  Prenzlauer Berg,2023-07-14,2023-08-20,,1.0,30.46153846153846
13,,,20.04.2023,475.0,30.0,Berlin  Alt Hohenschönhausen,2023-05-07,2023-07-25,,2.0,15.833333333333334
14,,,20.04.2023,1099.0,35.0,Berlin,2023-04-21,,,,31.4
15,,,20.04.2023,800.0,25.0,Berlin  Pankow,2023-06-01,,,,32.0
16,,2.0,20.04.2023,1700.0,42.0,Berlin  Charlottenburg,2023-07-01,2023-12-31,,5.0,40.476190476190474
17,,3.0,20.04.2023,2400.0,86.0,Berlin,2023-05-01,2023-12-25,,7.0,27.906976744186046
18,,,20.04.2023,750.0,35.0,Berlin,2023-05-05,2023-07-12,,2.0,21.428571428571427
19,,2.0,20.04.2023,550.0,70.0,Berlin,2023-05-12,2023-05-21,,0.0,7.857142857142857
20,,2.0,20.04.2023,500.0,50.0,Berlin,2023-05-03,2023-05-17,,0.0,10.0
21,,2.0,20.04.2023,950.0,45.0,Berlin  Kreuzberg,2023-06-18,2023-07-17,,1.0,21.11111111111111
22,,,,,,,,,,,
0,,,22.04.2023,800.0,40.0,Wohnungen von HousingAnywhere*,2023-04-23,,,,20.0
1,,,22.04.2023,800.0,30.0,Wohnungen von Spotahome*,2023-04-23,,,,26.666666666666668
2,,2.0,20.04.2023,650.0,70.0,Berlin  Neukölln,2023-05-27,2023-06-10,,1.0,9.285714285714286
3,,2.0,20.04.2023,1660.0,45.0,Berlin  Kreuzberg,2023-06-01,2023-06-30,,0.0,36.888888888888886
4,,2.0,20.04.2023,1600.0,45.0,Berlin  Mitte,2023-05-01,2023-05-31,,0.0,35.55555555555556
5,,,20.04.2023,880.0,45.0,Berlin,2023-05-01,2023-05-31,,0.0,19.555555555555557
6,,2.0,20.04.2023,750.0,65.0,Berlin  Gesundbrunnen,2023-04-27,2023-05-18,,1.0,11.538461538461538
7,,2.0,20.04.2023,599.0,44.0,Berlin  Kreuzberg,2023-04-20,,,,13.613636363636363
8,,,20.04.2023,750.0,30.0,Berlin  Lichtenberg,2023-05-01,2023-09-30,,4.0,25.0
9,,,20.04.2023,650.0,24.0,Berlin  Köpenick,2023-06-01,2023-10-28,,4.0,27.083333333333332
10,,2.0,20.04.2023,830.0,100.0,Berlin  Mitte,2023-04-28,2023-05-09,,1.0,8.3
